rank,SA1_CODE_2021,state,gentrification_risk_score,local_morans_i,spatial_lag,lisa_category,total_population,median_personal_income,pct_year12,pct_young_professionals,edu_income_mismatch
1,12102157701,NSW,99.22558164722548,2.650589591575297,66.59576511638932,HH (Hotspot),3,350,100.0,133.33333333333331,98.46034468675978
2,20604111737,VIC,98.49716666290418,9.99143088335437,78.47763084987845,HH (Hotspot),1153,323,94.7935368043088,35.38594969644406,98.09794415158872
3,20604111734,VIC,98.25052365839976,9.927134607345522,78.48412145526014,HH (Hotspot),430,313,98.05825242718448,32.325581395348834,98.31317256647124
4,11703163916,NSW,98.18982951318374,7.037923864495943,73.8281954080926,HH (Hotspot),750,425,94.01197604790418,42.66666666666667,97.06795477512662
5,20604150414,VIC,98.0803067415578,14.822501708862815,86.5201752187896,HH (Hotspot),1329,414,93.70229007633588,35.59066967644846,97.2300492936861
6,11703164015,NSW,97.9832942290343,-2.110003086088374,58.9802625965847,HL (High-Low Outlier),114,8,96.3963963963964,19.29824561403509,98.62743373613554
7,20604111736,VIC,97.96550928138984,9.852766691217193,78.49162183360251,HH (Hotspot),211,397,93.86503067484662,45.49763033175356,97.4847688956762
8,20604150418,VIC,97.96428768669487,14.776499703285094,86.52380081425406,HH (Hotspot),405,391,91.86351706036746,33.58024691358025,96.9187144630835
9,20604150614,VIC,97.90740087429828,2.8483038338098026,67.07389487387876,HH (Hotspot),44,75,100.0,11.363636363636363,98.96512292738709
10,20604111748,VIC,97.51670948550084,9.735513275640395,78.50343235454696,HH (Hotspot),147,265,97.1830985915493,27.89115646258503,98.4311375915206
11,60105102722,TAS,97.35660718504066,0.8577142095803569,63.843719682972896,HH (Hotspot),433,325,96.81372549019608,36.25866050808314,98.24056544987984
12,20604150401,VIC,97.24192878828713,14.489755183271768,86.54637452982931,HH (Hotspot),644,478,94.0099833610649,42.2360248447205,93.85629122523989
13,20604150408,VIC,97.2072891934625,14.475990663585208,86.54745701716759,HH (Hotspot),819,468,94.50980392156862,38.82783882783883,94.9189263688464
14,40101100156,SA,97.01514357652482,9.510075263307039,78.35878518289474,HH (Hotspot),229,11,94.83568075117373,19.65065502183406,98.49918412933772
15,11703164611,NSW,96.97760468277946,9.149685179347234,77.77144318161999,HH (Hotspot),147,260,100.0,21.7687074829932,98.7707261292167
16,40101100159,SA,96.86433404337517,9.471253008424371,78.36322075739913,HH (Hotspot),332,362,88.88888888888889,37.65060240963856,95.49989793349997
17,12602150024,NSW,96.74135676319833,2.9291947320244414,67.36865106414636,HH (Hotspot),400,402,98.86363636363636,18.5,97.7849180102524
18,20604111708,VIC,96.37613687260264,9.436704532324807,78.53344742330744,HH (Hotspot),631,257,94.86238532110092,27.41679873217116,98.3024017788131
19,40101100146,SA,96.1825306798888,9.295451306185594,78.38327379750167,HH (Hotspot),354,397,89.42307692307693,33.05084745762712,95.62384659792866
20,30501111030,QLD,96.04440016473386,3.937144517194053,69.20927481754073,HH (Hotspot),256,345,91.34615384615384,22.265625,97.01472314774163
21,40101100153,SA,95.765887422244,9.18778847277016,78.39552801096181,HH (Hotspot),235,49,92.76018099547512,18.29787234042553,98.0136098790901
