SAL_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,Suburb_Name
SAL50106,104,105,203,47,675,891,110,1812,0.6,1339,2.1,86,82,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bencubbin
SAL50107,81,80,159,44,1950,850,300,2812,0.8,1624,2.6,66,65,129,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,Benger
SAL50108,14,6,23,35,3059,849,175,2249,0.8,1687,2.4,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benjaberring
SAL50109,75,63,143,43,1733,825,233,1708,0.7,1395,2.5,57,54,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,Benjinup
SAL50110,3015,2917,5929,32,1800,781,418,2109,0.8,2077,3.4,2266,2235,4501,3,16,32,13,0,0,4,0,69,0,9,6,7,0,3,74,22,11,0,4,0,170,3,21,18,14,8,5,5,0,0,0,12,14,16,10,0,0,0,53,0,0,5,3,3,0,0,0,0,16,0,0,17,19,21,10,0,0,0,63,Bennett Springs
SAL50111,4544,4503,9051,32,1555,618,320,1576,0.8,1212,2.3,4091,4070,8164,12,231,99,30,24,11,7,0,418,3,13,10,8,3,3,200,47,38,24,11,7,753,13,45,31,21,6,14,3,0,0,0,9,9,11,5,0,0,0,40,0,0,0,6,0,0,0,3,0,9,0,5,9,16,11,5,0,3,0,48,Bentley (WA)
SAL50112,721,745,1463,45,1517,868,250,1916,0.7,1441,2.0,614,628,1239,3,5,4,0,10,0,0,0,20,0,0,0,4,3,0,12,8,5,4,0,0,40,0,4,4,4,4,6,0,0,0,0,5,3,7,7,0,0,0,21,0,0,0,3,0,0,0,0,0,9,0,0,5,8,7,7,3,0,0,24,Beresford
SAL50113,26,15,38,39,9999,1083,0,2549,0.7,1937,2.3,18,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berkshire Valley
SAL50114,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bernier Island
SAL50115,3102,3097,6196,31,1686,887,350,2136,0.8,1997,3.1,2191,2249,4444,0,14,34,9,7,5,0,0,62,0,0,8,6,0,0,55,17,8,5,0,0,128,0,12,29,19,9,0,0,0,0,5,22,19,18,10,0,0,0,63,0,0,0,3,4,0,0,0,0,8,0,5,23,20,23,8,0,0,0,73,Bertram
SAL50116,555,556,1109,57,975,520,200,1303,0.7,935,2.1,491,488,972,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,13,Beverley (WA)
SAL50117,2888,3003,5892,44,1800,805,400,2227,0.7,1825,2.5,2384,2540,4928,0,24,19,29,25,15,3,0,115,0,4,7,9,11,4,53,57,35,23,8,0,228,0,22,17,25,31,16,3,0,0,4,12,19,17,20,4,0,0,65,0,0,0,16,0,0,0,0,0,14,0,4,10,26,19,19,4,0,0,82,Bibra Lake
SAL50118,365,343,713,48,2600,809,350,2393,0.8,2241,2.9,300,291,600,0,0,0,7,8,0,4,0,24,0,0,0,0,0,0,4,16,16,5,4,0,43,0,0,6,3,0,5,0,0,0,0,0,5,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,9,6,0,0,0,0,13,Bickley
SAL50119,3312,3650,6961,45,2383,990,360,2907,0.7,2007,2.3,2742,3145,5881,0,18,46,52,45,38,17,7,232,0,10,13,20,20,15,115,110,96,57,25,6,461,3,31,46,67,57,45,10,6,0,0,20,44,45,32,3,0,0,144,0,0,6,18,23,16,3,0,0,64,0,0,21,58,63,47,7,6,0,205,Bicton
SAL50120,10,3,20,56,1108,366,250,900,0.8,1124,2.3,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biddelia
SAL50121,134,91,225,56,1559,610,175,1531,0.9,919,1.9,120,80,204,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Big Grove
SAL50122,9,8,18,42,0,812,0,1624,0.7,1624,2.8,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bilbarin
SAL50123,714,826,1540,32,2403,1319,300,2847,0.9,2438,2.7,517,603,1123,0,4,5,3,5,0,0,0,14,0,5,5,4,0,0,12,9,9,0,0,0,38,0,11,8,6,4,0,0,0,0,0,7,12,12,6,3,0,0,30,0,0,3,3,0,4,0,0,0,9,0,0,9,12,10,5,3,0,0,39,Bilingurr
SAL50124,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bimbijy
SAL50125,29,30,59,34,0,1178,200,2125,0.8,1875,2.8,23,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bindi Bindi
SAL50126,606,611,1215,49,1688,655,300,1739,0.7,1375,2.4,506,501,1007,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,6,5,6,0,0,0,15,0,4,3,3,8,4,0,0,0,0,5,6,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,12,Bindoon
SAL50127,0,0,0,24,0,1875,250,0,0.5,1875,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bindoon Training Area
SAL50128,0,3,4,55,0,1374,0,2250,0.6,2250,3.0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Binduli
SAL50129,672,624,1296,45,1820,809,300,2036,0.7,1754,2.4,541,532,1074,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,4,0,4,3,0,0,16,0,3,7,5,4,6,0,0,0,0,0,6,9,4,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,6,9,9,0,0,0,30,Binningup
SAL50130,35,23,58,48,0,979,160,2124,0.6,1625,2.4,26,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,Binnu
SAL50131,45,45,86,45,2167,767,330,2250,0.7,1666,2.6,36,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Birchmont
SAL50132,662,722,1381,52,1733,853,260,2125,0.7,1359,2.1,573,631,1205,0,0,4,0,0,0,0,0,16,0,0,0,3,0,0,13,5,3,5,0,0,32,0,0,5,7,4,5,0,0,0,0,3,5,10,6,0,0,0,17,0,0,0,3,3,0,4,0,0,9,0,0,3,3,6,3,3,0,0,20,Bluff Point
SAL50133,44,37,85,57,728,537,213,1224,1.0,1083,2.1,36,32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blythewood
SAL50134,24,17,39,50,2419,900,200,1624,0.6,1416,2.1,22,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boallia
SAL50135,26,22,45,43,900,762,185,2249,0.9,1624,2.8,19,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bobalong
SAL50136,25,19,40,55,600,966,125,3166,0.7,1687,2.4,17,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Bodallin
SAL50137,609,568,1178,40,1517,838,280,2150,0.7,1722,2.5,462,445,902,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,4,3,0,0,12,0,5,0,4,0,3,0,0,0,0,3,6,7,7,0,0,0,26,0,0,0,3,3,5,0,0,0,8,0,0,3,10,12,12,0,0,0,36,Boddington
SAL50138,12,19,32,43,1734,1125,180,2624,0.7,1875,2.6,13,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boilup
SAL50139,23,14,42,59,250,574,150,1166,0.8,1541,2.2,24,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bokal
SAL50140,67,62,128,56,540,670,130,1874,0.7,1458,2.1,67,49,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bolgart
SAL50141,37,22,60,40,750,450,0,1375,1.3,1375,3.6,18,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bonnie Rock
SAL50142,110,104,217,51,1250,612,285,1708,0.8,1416,2.5,91,83,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bonniefield
SAL50143,98,80,182,37,2502,1771,850,3416,0.9,3444,3.1,75,62,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,Boodarie
SAL50144,3,3,5,45,0,1625,0,2999,0.5,1875,2.0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boodarockin
SAL50145,82,66,149,48,1760,661,225,1924,0.9,1542,2.5,67,57,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Bookara
SAL50146,16,14,32,45,0,966,140,1624,0.6,1812,2.3,15,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boonanarring
SAL50147,39,3,48,43,0,2227,250,725,0.2,1649,1.5,39,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Boorabbin
SAL50148,2772,2916,5684,43,2500,847,410,2571,0.7,1991,2.6,2237,2421,4663,0,27,68,55,40,40,17,0,243,0,6,17,25,16,9,135,101,59,58,20,0,452,0,16,37,56,45,17,12,3,0,0,8,26,26,18,4,4,0,97,0,0,0,11,7,8,0,4,0,27,0,0,10,36,36,24,4,3,3,118,Booragoon
SAL50149,5,12,22,54,1300,1375,0,2250,0.9,2125,2.4,4,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Booralaming
SAL50150,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boorara
SAL50151,77,67,143,55,650,612,145,1199,0.7,900,2.0,66,58,124,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boorara Brook
SAL50152,27,24,48,48,1192,749,250,2124,0.8,1375,2.4,20,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bootenal
SAL50153,17,19,31,53,2000,1041,0,1875,0.7,1812,2.1,15,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boothendarra
SAL50154,0,0,4,40,0,549,0,0,1.0,225,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boranup
SAL50155,25,11,37,49,477,483,225,687,0.7,725,2.3,20,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Borden
SAL50156,14,10,29,40,0,824,50,1875,0.7,1812,2.3,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Borderdale
SAL50157,58,47,110,53,1657,725,260,1812,0.8,1333,2.2,46,41,90,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bornholm
SAL50158,36,31,71,50,750,949,70,1875,0.7,1375,2.2,27,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boscabel
SAL50159,2607,2269,4872,35,1302,1019,300,2337,0.8,1968,2.4,2035,1737,3763,5,9,0,7,3,0,0,0,15,0,0,0,0,0,3,8,10,9,0,0,0,33,0,3,12,3,3,3,0,0,0,8,17,24,20,21,0,0,0,82,0,0,0,0,0,0,0,0,0,3,0,8,24,24,23,18,0,0,0,87,Boulder
SAL50160,28,21,53,52,674,1062,200,1874,0.7,1562,2.3,23,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boundain
SAL50161,478,437,910,56,1733,599,280,1391,0.7,1174,2.2,418,393,810,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,3,4,3,3,0,14,0,0,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,3,9,0,0,0,0,12,Bouvard
SAL50162,236,240,475,46,1950,776,480,2353,0.7,2166,2.9,199,184,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,Bovell
SAL50163,40,32,75,49,1588,687,100,1812,0.9,1125,2.3,27,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bow Bridge
SAL50164,48,37,84,48,1000,575,275,1583,0.7,1593,2.6,37,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bowelling
SAL50165,56,50,104,59,2708,550,150,1166,0.7,1042,2.2,43,44,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bowes
SAL50166,21,14,33,52,462,933,100,3625,0.6,1437,2.4,18,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bowgada
SAL50167,51,41,91,40,1042,1018,215,1875,0.9,1875,3.0,34,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Boxwood Hill
SAL50168,339,332,669,41,1975,933,395,2571,0.7,2159,2.5,263,276,542,0,6,7,6,5,4,5,0,22,0,0,0,6,0,0,9,6,4,4,3,0,37,0,4,0,4,4,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,7,4,0,0,0,0,9,0,0,0,5,3,0,0,0,0,14,Boya
SAL50169,637,674,1304,46,1733,745,320,2005,0.8,1609,2.6,504,542,1047,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,9,7,8,0,0,0,0,0,0,5,4,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,18,Boyanup
SAL50170,16,14,28,32,0,1333,0,1875,0.7,1708,2.5,9,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boyatup
SAL50171,22,17,38,32,910,1041,213,1499,0.8,1499,3.0,16,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boyerine
SAL50172,442,496,938,51,1088,633,220,1419,0.7,1102,2.2,378,405,784,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,Boyup Brook
SAL50173,4322,4345,8665,29,1928,1059,370,2256,0.8,2155,3.0,3098,3146,6236,3,38,76,15,6,0,0,0,136,0,18,11,0,3,0,154,25,10,0,0,0,333,4,56,36,9,3,0,0,0,0,0,30,29,13,0,0,0,0,70,0,0,9,0,4,0,0,0,0,19,0,0,38,33,16,4,0,0,0,88,Brabham
SAL50174,63,61,113,46,2450,858,375,1924,0.8,1774,2.6,47,50,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bramley
SAL50175,19,15,40,58,2383,634,0,1375,0.7,1187,2.4,22,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazier
SAL50176,11,18,29,42,1127,724,510,1375,0.7,1208,2.0,10,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breera
SAL50177,212,218,424,53,1508,742,220,1432,0.8,1210,2.1,186,177,362,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,11,Bremer Bay
SAL50178,1035,1120,2153,38,2100,785,350,2426,0.8,1707,2.5,803,924,1726,5,11,16,33,11,5,0,0,83,0,5,0,7,0,0,45,58,25,4,0,0,170,0,12,12,9,6,0,3,0,0,0,5,3,13,4,4,0,0,32,0,0,3,3,3,4,0,0,0,16,0,0,9,6,21,3,4,0,0,42,Brentwood (WA)
SAL50179,0,0,0,46,0,0,0,0,0.3,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Breton Bay
SAL50180,1512,1661,3168,52,1400,580,300,1462,0.7,1082,2.2,1251,1423,2674,0,0,4,0,6,11,8,0,26,0,0,0,3,9,6,11,5,12,21,9,0,53,0,6,10,12,18,11,0,0,0,0,5,3,13,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,0,0,0,26,Bridgetown
SAL50181,527,499,1025,43,2675,1002,623,2989,0.8,2901,3.1,411,417,831,0,0,5,0,5,3,5,0,20,0,0,0,6,0,0,6,10,13,4,5,0,39,0,5,5,14,8,0,0,0,0,0,0,9,11,0,3,0,0,23,0,0,5,0,3,5,0,0,0,9,0,0,3,6,12,7,3,0,0,32,Brigadoon
